province,health_region,date_report,cases,cumulative_cases
Quebec,Terres-Cries-de-la-Baie-James,2020-11-25,0,112
Quebec,Terres-Cries-de-la-Baie-James,2020-12-02,0,112
Quebec,Terres-Cries-de-la-Baie-James,2020-12-09,0,112
Quebec,Terres-Cries-de-la-Baie-James,2020-12-16,0,112
Quebec,Terres-Cries-de-la-Baie-James,2020-12-23,2,118
Quebec,Terres-Cries-de-la-Baie-James,2020-12-30,1,128
Quebec,Terres-Cries-de-la-Baie-James,2021-01-06,1,137
Repatriated,Not Reported,2020-07-22,0,13
Repatriated,Not Reported,2020-07-29,0,91
Repatriated,Not Reported,2020-08-05,0,91
Repatriated,Not Reported,2020-08-12,0,91
Repatriated,Not Reported,2020-08-19,0,91
Repatriated,Not Reported,2020-08-26,0,91
Repatriated,Not Reported,2020-09-02,0,91
Repatriated,Not Reported,2020-09-09,0,91
Repatriated,Not Reported,2020-09-16,0,91
Repatriated,Not Reported,2020-09-23,0,91
Repatriated,Not Reported,2020-09-30,0,91
Repatriated,Not Reported,2020-10-07,0,91
Repatriated,Not Reported,2020-10-14,0,91
Repatriated,Not Reported,2020-10-21,0,91
Repatriated,Not Reported,2020-10-28,0,91
Repatriated,Not Reported,2020-11-04,0,91
Repatriated,Not Reported,2020-11-11,0,91
Repatriated,Not Reported,2020-11-18,0,91
Repatriated,Not Reported,2020-11-25,0,91
Repatriated,Not Reported,2020-12-02,0,91
Repatriated,Not Reported,2020-12-09,0,91
Repatriated,Not Reported,2020-12-16,0,91
Repatriated,Not Reported,2020-12-23,0,91
Repatriated,Not Reported,2020-12-30,0,91
Repatriated,Not Reported,2021-01-06,0,91
Saskatchewan,Central,2020-07-22,3,85
Saskatchewan,Central,2020-07-29,55,858
Saskatchewan,Central,2020-08-05,27,1134
Saskatchewan,Central,2020-08-12,2,1175
Saskatchewan,Central,2020-08-19,3,1197
Saskatchewan,Central,2020-08-26,0,1204
Saskatchewan,Central,2020-09-02,2,1208
Saskatchewan,Central,2020-09-09,7,1251
Saskatchewan,Central,2020-09-16,26,1401
Saskatchewan,Central,2020-09-23,7,1480
Saskatchewan,Central,2020-09-30,22,1578
Saskatchewan,Central,2020-10-07,25,1760
Saskatchewan,Central,2020-10-14,31,1969
Saskatchewan,Central,2020-10-21,32,2166
Saskatchewan,Central,2020-10-28,22,2356
Saskatchewan,Central,2020-11-04,28,2532
Saskatchewan,Central,2020-11-11,51,2826
Saskatchewan,Central,2020-11-18,48,3174
Saskatchewan,Central,2020-11-25,69,3596
Saskatchewan,Central,2020-12-02,70,4111
Saskatchewan,Central,2020-12-09,76,4604
Saskatchewan,Central,2020-12-16,67,5101
Saskatchewan,Central,2020-12-23,91,5696
Saskatchewan,Central,2020-12-30,54,6134
Saskatchewan,Central,2021-01-06,81,6618
Saskatchewan,Far North,2020-07-22,2,344
Saskatchewan,Far North,2020-07-29,3,2429
Saskatchewan,Far North,2020-08-05,1,2436
Saskatchewan,Far North,2020-08-12,0,2436
Saskatchewan,Far North,2020-08-19,0,2436
Saskatchewan,Far North,2020-08-26,0,2436
Saskatchewan,Far North,2020-09-02,1,2442
Saskatchewan,Far North,2020-09-09,0,2443
Saskatchewan,Far North,2020-09-16,2,2456
Saskatchewan,Far North,2020-09-23,1,2459
Saskatchewan,Far North,2020-09-30,1,2467
Saskatchewan,Far North,2020-10-07,0,2471
Saskatchewan,Far North,2020-10-14,19,2557
Saskatchewan,Far North,2020-10-21,36,2780
Saskatchewan,Far North,2020-10-28,21,2965
Saskatchewan,Far North,2020-11-04,13,3053
Saskatchewan,Far North,2020-11-11,88,3393
Saskatchewan,Far North,2020-11-18,158,4360
Saskatchewan,Far North,2020-11-25,120,5258
Saskatchewan,Far North,2020-12-02,147,6219
Saskatchewan,Far North,2020-12-09,171,7307
Saskatchewan,Far North,2020-12-16,189,8691
Saskatchewan,Far North,2020-12-23,184,9974
Saskatchewan,Far North,2020-12-30,164,11055
Saskatchewan,Far North,2021-01-06,307,12868
Saskatchewan,North,2020-07-22,1,125
Saskatchewan,North,2020-07-29,55,967
Saskatchewan,North,2020-08-05,27,1393
Saskatchewan,North,2020-08-12,6,1475
Saskatchewan,North,2020-08-19,19,1578
Saskatchewan,North,2020-08-26,5,1645
Saskatchewan,North,2020-09-02,5,1684
Saskatchewan,North,2020-09-09,8,1725
Saskatchewan,North,2020-09-16,1,1751
Saskatchewan,North,2020-09-23,0,1757
Saskatchewan,North,2020-09-30,6,1786
Saskatchewan,North,2020-10-07,6,1829
Saskatchewan,North,2020-10-14,68,2062
Saskatchewan,North,2020-10-21,92,2610
Saskatchewan,North,2020-10-28,119,3410
Saskatchewan,North,2020-11-04,150,4412
Saskatchewan,North,2020-11-11,185,5688
Saskatchewan,North,2020-11-18,249,7157
Saskatchewan,North,2020-11-25,292,9167
Saskatchewan,North,2020-12-02,300,11172
Saskatchewan,North,2020-12-09,428,13717
Saskatchewan,North,2020-12-16,514,17153
Saskatchewan,North,2020-12-23,552,20890
Saskatchewan,North,2020-12-30,356,23895
Saskatchewan,North,2021-01-06,461,26788
Saskatchewan,Not Reported,2020-07-22,0,0
Saskatchewan,Not Reported,2020-07-29,0,0
Saskatchewan,Not Reported,2020-08-05,0,0
Saskatchewan,Not Reported,2020-08-12,0,0
Saskatchewan,Not Reported,2020-08-19,0,0
Saskatchewan,Not Reported,2020-08-26,0,0
Saskatchewan,Not Reported,2020-09-02,0,0
Saskatchewan,Not Reported,2020-09-09,0,0
Saskatchewan,Not Reported,2020-09-16,0,0
Saskatchewan,Not Reported,2020-09-23,0,0
Saskatchewan,Not Reported,2020-09-30,0,0
Saskatchewan,Not Reported,2020-10-07,0,0
Saskatchewan,Not Reported,2020-10-14,0,0
Saskatchewan,Not Reported,2020-10-21,1,3
Saskatchewan,Not Reported,2020-10-28,2,21
Saskatchewan,Not Reported,2020-11-04,2,28
Saskatchewan,Not Reported,2020-11-11,13,83
Saskatchewan,Not Reported,2020-11-18,43,250
Saskatchewan,Not Reported,2020-11-25,27,549
Saskatchewan,Not Reported,2020-12-02,41,840
Saskatchewan,Not Reported,2020-12-09,24,1023
Saskatchewan,Not Reported,2020-12-16,12,1105
Saskatchewan,Not Reported,2020-12-23,11,1228
Saskatchewan,Not Reported,2020-12-30,43,1370
Saskatchewan,Not Reported,2021-01-06,82,1733
Saskatchewan,Regina,2020-07-22,0,88
Saskatchewan,Regina,2020-07-29,4,626
Saskatchewan,Regina,2020-08-05,10,669
Saskatchewan,Regina,2020-08-12,30,828
Saskatchewan,Regina,2020-08-19,2,938
Saskatchewan,Regina,2020-08-26,1,942
Saskatchewan,Regina,2020-09-02,0,945
Saskatchewan,Regina,2020-09-09,5,958
Saskatchewan,Regina,2020-09-16,3,994
Saskatchewan,Regina,2020-09-23,25,1100
Saskatchewan,Regina,2020-09-30,20,1237
Saskatchewan,Regina,2020-10-07,13,1368
Saskatchewan,Regina,2020-10-14,38,1529
Saskatchewan,Regina,2020-10-21,45,1842
Saskatchewan,Regina,2020-10-28,77,2283
Saskatchewan,Regina,2020-11-04,96,2905
Saskatchewan,Regina,2020-11-11,189,3872
Saskatchewan,Regina,2020-11-18,165,5172
Saskatchewan,Regina,2020-11-25,352,6831
Saskatchewan,Regina,2020-12-02,464,10020
Saskatchewan,Regina,2020-12-09,545,13602
Saskatchewan,Regina,2020-12-16,345,16677
Saskatchewan,Regina,2020-12-23,262,18638
Saskatchewan,Regina,2020-12-30,179,20034
Saskatchewan,Regina,2021-01-06,282,21646
Saskatchewan,Saskatoon,2020-07-22,4,216
Saskatchewan,Saskatoon,2020-07-29,23,1599
Saskatchewan,Saskatoon,2020-08-05,15,1743
Saskatchewan,Saskatoon,2020-08-12,25,1853
Saskatchewan,Saskatoon,2020-08-19,9,1998
Saskatchewan,Saskatoon,2020-08-26,6,2037
Saskatchewan,Saskatoon,2020-09-02,7,2093
Saskatchewan,Saskatoon,2020-09-09,16,2185
Saskatchewan,Saskatoon,2020-09-16,45,2372
Saskatchewan,Saskatoon,2020-09-23,39,2705
Saskatchewan,Saskatoon,2020-09-30,32,2935
Saskatchewan,Saskatoon,2020-10-07,21,3105
Saskatchewan,Saskatoon,2020-10-14,40,3328
Saskatchewan,Saskatoon,2020-10-21,85,3739
Saskatchewan,Saskatoon,2020-10-28,152,4619
Saskatchewan,Saskatoon,2020-11-04,197,6010
Saskatchewan,Saskatoon,2020-11-11,321,7770
Saskatchewan,Saskatoon,2020-11-18,410,10185
Saskatchewan,Saskatoon,2020-11-25,418,13334
Saskatchewan,Saskatoon,2020-12-02,711,17586
Saskatchewan,Saskatoon,2020-12-09,504,21415
Saskatchewan,Saskatoon,2020-12-16,448,25101
Saskatchewan,Saskatoon,2020-12-23,345,27782
Saskatchewan,Saskatoon,2020-12-30,208,29400
Saskatchewan,Saskatoon,2021-01-06,283,31161
Saskatchewan,South,2020-07-22,50,172
Saskatchewan,South,2020-07-29,97,1698
Saskatchewan,South,2020-08-05,29,2028
Saskatchewan,South,2020-08-12,43,2308
Saskatchewan,South,2020-08-19,70,2790
Saskatchewan,South,2020-08-26,7,2919
Saskatchewan,South,2020-09-02,5,2943
Saskatchewan,South,2020-09-09,10,3005
Saskatchewan,South,2020-09-16,3,3042
Saskatchewan,South,2020-09-23,8,3094
Saskatchewan,South,2020-09-30,2,3121
Saskatchewan,South,2020-10-07,16,3193
Saskatchewan,South,2020-10-14,9,3274
Saskatchewan,South,2020-10-21,6,3324
Saskatchewan,South,2020-10-28,19,3425
Saskatchewan,South,2020-11-04,13,3547
Saskatchewan,South,2020-11-11,73,3791
Saskatchewan,South,2020-11-18,152,4622
Saskatchewan,South,2020-11-25,220,6064
Saskatchewan,South,2020-12-02,198,7524
Saskatchewan,South,2020-12-09,173,8895
Saskatchewan,South,2020-12-16,120,9835
Saskatchewan,South,2020-12-23,65,10424
Saskatchewan,South,2020-12-30,61,10734
Saskatchewan,South,2021-01-06,136,11558
Yukon,Yukon,2020-07-22,0,13
Yukon,Yukon,2020-07-29,1,97
Yukon,Yukon,2020-08-05,0,98
Yukon,Yukon,2020-08-12,1,104
Yukon,Yukon,2020-08-19,0,105
Yukon,Yukon,2020-08-26,0,105
Yukon,Yukon,2020-09-02,0,105
Yukon,Yukon,2020-09-09,0,105
Yukon,Yukon,2020-09-16,0,105
Yukon,Yukon,2020-09-23,0,105
Yukon,Yukon,2020-09-30,0,105
Yukon,Yukon,2020-10-07,0,105
Yukon,Yukon,2020-10-14,0,105
Yukon,Yukon,2020-10-21,2,111
Yukon,Yukon,2020-10-28,5,143
Yukon,Yukon,2020-11-04,1,161
Yukon,Yukon,2020-11-11,0,161
Yukon,Yukon,2020-11-18,3,171
Yukon,Yukon,2020-11-25,13,234
Yukon,Yukon,2020-12-02,11,322
Yukon,Yukon,2020-12-09,8,386
Yukon,Yukon,2020-12-16,1,409
Yukon,Yukon,2020-12-23,0,413
Yukon,Yukon,2020-12-30,1,420
Yukon,Yukon,2021-01-06,6,448
