province,health_region,date_report,cases,cumulative_cases
Ontario,Wellington Dufferin Guelph,2020-11-18,120,7332
Ontario,Wellington Dufferin Guelph,2020-11-25,158,8332
Ontario,Wellington Dufferin Guelph,2020-12-02,160,9442
Ontario,Wellington Dufferin Guelph,2020-12-09,210,10768
Ontario,Wellington Dufferin Guelph,2020-12-16,269,12560
Ontario,Wellington Dufferin Guelph,2020-12-23,335,14588
Ontario,Wellington Dufferin Guelph,2020-12-30,307,16861
Ontario,Wellington Dufferin Guelph,2021-01-06,409,19183
Ontario,Windsor-Essex,2020-07-22,27,2044
Ontario,Windsor-Essex,2020-07-29,231,15272
Ontario,Windsor-Essex,2020-08-05,76,16290
Ontario,Windsor-Essex,2020-08-12,51,16619
Ontario,Windsor-Essex,2020-08-19,48,16981
Ontario,Windsor-Essex,2020-08-26,27,17250
Ontario,Windsor-Essex,2020-09-02,60,17601
Ontario,Windsor-Essex,2020-09-09,24,17844
Ontario,Windsor-Essex,2020-09-16,47,18111
Ontario,Windsor-Essex,2020-09-23,28,18376
Ontario,Windsor-Essex,2020-09-30,27,18549
Ontario,Windsor-Essex,2020-10-07,25,18714
Ontario,Windsor-Essex,2020-10-14,55,19050
Ontario,Windsor-Essex,2020-10-21,30,19339
Ontario,Windsor-Essex,2020-10-28,42,19564
Ontario,Windsor-Essex,2020-11-04,57,19928
Ontario,Windsor-Essex,2020-11-11,98,20452
Ontario,Windsor-Essex,2020-11-18,168,21560
Ontario,Windsor-Essex,2020-11-25,285,23043
Ontario,Windsor-Essex,2020-12-02,315,25203
Ontario,Windsor-Essex,2020-12-09,500,27996
Ontario,Windsor-Essex,2020-12-16,774,32554
Ontario,Windsor-Essex,2020-12-23,1311,40257
Ontario,Windsor-Essex,2020-12-30,1051,48192
Ontario,Windsor-Essex,2021-01-06,1472,57701
Ontario,York,2020-07-22,5,3234
Ontario,York,2020-07-29,39,22792
Ontario,York,2020-08-05,30,23032
Ontario,York,2020-08-12,30,23263
Ontario,York,2020-08-19,28,23449
Ontario,York,2020-08-26,52,23738
Ontario,York,2020-09-02,71,24180
Ontario,York,2020-09-09,116,24808
Ontario,York,2020-09-16,151,25687
Ontario,York,2020-09-23,215,27150
Ontario,York,2020-09-30,311,29024
Ontario,York,2020-10-07,377,31279
Ontario,York,2020-10-14,561,34750
Ontario,York,2020-10-21,601,38853
Ontario,York,2020-10-28,730,43579
Ontario,York,2020-11-04,645,48524
Ontario,York,2020-11-11,911,53705
Ontario,York,2020-11-18,977,60603
Ontario,York,2020-11-25,1042,67906
Ontario,York,2020-12-02,1309,75933
Ontario,York,2020-12-09,1308,85161
Ontario,York,2020-12-16,1221,94102
Ontario,York,2020-12-23,1687,104621
Ontario,York,2020-12-30,1738,115503
Ontario,York,2021-01-06,2278,130782
PEI,Prince Edward Island,2020-07-22,0,36
PEI,Prince Edward Island,2020-07-29,0,252
PEI,Prince Edward Island,2020-08-05,0,252
PEI,Prince Edward Island,2020-08-12,5,257
PEI,Prince Edward Island,2020-08-19,3,293
PEI,Prince Edward Island,2020-08-26,0,308
PEI,Prince Edward Island,2020-09-02,0,308
PEI,Prince Edward Island,2020-09-09,11,346
PEI,Prince Edward Island,2020-09-16,2,389
PEI,Prince Edward Island,2020-09-23,1,400
PEI,Prince Edward Island,2020-09-30,1,408
PEI,Prince Edward Island,2020-10-07,2,421
PEI,Prince Edward Island,2020-10-14,2,435
PEI,Prince Edward Island,2020-10-21,1,443
PEI,Prince Edward Island,2020-10-28,0,448
PEI,Prince Edward Island,2020-11-04,0,448
PEI,Prince Edward Island,2020-11-11,4,463
PEI,Prince Edward Island,2020-11-18,0,476
PEI,Prince Edward Island,2020-11-25,2,480
PEI,Prince Edward Island,2020-12-02,2,500
PEI,Prince Edward Island,2020-12-09,12,554
PEI,Prince Edward Island,2020-12-16,5,613
PEI,Prince Edward Island,2020-12-23,2,635
PEI,Prince Edward Island,2020-12-30,5,662
PEI,Prince Edward Island,2021-01-06,5,678
Quebec,Abitibi-Témiscamingue,2020-07-22,0,173
Quebec,Abitibi-Témiscamingue,2020-07-29,5,1241
Quebec,Abitibi-Témiscamingue,2020-08-05,1,1253
Quebec,Abitibi-Témiscamingue,2020-08-12,1,1255
Quebec,Abitibi-Témiscamingue,2020-08-19,0,1260
Quebec,Abitibi-Témiscamingue,2020-08-26,0,1260
Quebec,Abitibi-Témiscamingue,2020-09-02,8,1276
Quebec,Abitibi-Témiscamingue,2020-09-09,1,1323
Quebec,Abitibi-Témiscamingue,2020-09-16,1,1328
Quebec,Abitibi-Témiscamingue,2020-09-23,1,1334
Quebec,Abitibi-Témiscamingue,2020-09-30,9,1370
Quebec,Abitibi-Témiscamingue,2020-10-07,13,1465
Quebec,Abitibi-Témiscamingue,2020-10-14,23,1609
Quebec,Abitibi-Témiscamingue,2020-10-21,9,1691
Quebec,Abitibi-Témiscamingue,2020-10-28,2,1727
Quebec,Abitibi-Témiscamingue,2020-11-04,1,1736
Quebec,Abitibi-Témiscamingue,2020-11-11,6,1762
Quebec,Abitibi-Témiscamingue,2020-11-18,4,1796
Quebec,Abitibi-Témiscamingue,2020-11-25,2,1808
Quebec,Abitibi-Témiscamingue,2020-12-02,15,1881
Quebec,Abitibi-Témiscamingue,2020-12-09,18,1996
Quebec,Abitibi-Témiscamingue,2020-12-16,11,2100
Quebec,Abitibi-Témiscamingue,2020-12-23,13,2183
Quebec,Abitibi-Témiscamingue,2020-12-30,23,2298
Quebec,Abitibi-Témiscamingue,2021-01-06,91,2680
Quebec,Bas-Saint-Laurent,2020-07-22,0,64
Quebec,Bas-Saint-Laurent,2020-07-29,2,457
Quebec,Bas-Saint-Laurent,2020-08-05,4,476
Quebec,Bas-Saint-Laurent,2020-08-12,2,494
Quebec,Bas-Saint-Laurent,2020-08-19,2,512
Quebec,Bas-Saint-Laurent,2020-08-26,0,518
Quebec,Bas-Saint-Laurent,2020-09-02,0,518
Quebec,Bas-Saint-Laurent,2020-09-09,5,544
Quebec,Bas-Saint-Laurent,2020-09-16,133,1089
Quebec,Bas-Saint-Laurent,2020-09-23,69,1779
Quebec,Bas-Saint-Laurent,2020-09-30,49,2194
Quebec,Bas-Saint-Laurent,2020-10-07,46,2491
Quebec,Bas-Saint-Laurent,2020-10-14,26,2761
Quebec,Bas-Saint-Laurent,2020-10-21,14,2872
Quebec,Bas-Saint-Laurent,2020-10-28,51,3096
Quebec,Bas-Saint-Laurent,2020-11-04,20,3351
Quebec,Bas-Saint-Laurent,2020-11-11,85,3816
Quebec,Bas-Saint-Laurent,2020-11-18,54,4234
Quebec,Bas-Saint-Laurent,2020-11-25,112,4848
Quebec,Bas-Saint-Laurent,2020-12-02,142,5657
Quebec,Bas-Saint-Laurent,2020-12-09,155,6914
Quebec,Bas-Saint-Laurent,2020-12-16,105,7692
Quebec,Bas-Saint-Laurent,2020-12-23,48,8177
Quebec,Bas-Saint-Laurent,2020-12-30,56,8497
Quebec,Bas-Saint-Laurent,2021-01-06,114,9200
Quebec,Capitale-Nationale,2020-07-22,0,1913
Quebec,Capitale-Nationale,2020-07-29,38,13559
Quebec,Capitale-Nationale,2020-08-05,8,13698
Quebec,Capitale-Nationale,2020-08-12,20,13792
Quebec,Capitale-Nationale,2020-08-19,20,13914
Quebec,Capitale-Nationale,2020-08-26,28,14141
Quebec,Capitale-Nationale,2020-09-02,89,14418
Quebec,Capitale-Nationale,2020-09-09,251,15732
Quebec,Capitale-Nationale,2020-09-16,310,17655
Quebec,Capitale-Nationale,2020-09-23,571,20856
Quebec,Capitale-Nationale,2020-09-30,889,26106
Quebec,Capitale-Nationale,2020-10-07,1255,33819
Quebec,Capitale-Nationale,2020-10-14,1073,42241
Quebec,Capitale-Nationale,2020-10-21,1232,49974
Quebec,Capitale-Nationale,2020-10-28,815,57486
Quebec,Capitale-Nationale,2020-11-04,551,61914
Quebec,Capitale-Nationale,2020-11-11,533,65463
Quebec,Capitale-Nationale,2020-11-18,649,69987
Quebec,Capitale-Nationale,2020-11-25,805,74987
Quebec,Capitale-Nationale,2020-12-02,1033,81333
Quebec,Capitale-Nationale,2020-12-09,1279,89618
Quebec,Capitale-Nationale,2020-12-16,1412,99235
Quebec,Capitale-Nationale,2020-12-23,1321,108692
Quebec,Capitale-Nationale,2020-12-30,1449,117825
Quebec,Capitale-Nationale,2021-01-06,1384,128094
Quebec,Chaudière-Appalaches,2020-07-22,0,530
Quebec,Chaudière-Appalaches,2020-07-29,22,3782
Quebec,Chaudière-Appalaches,2020-08-05,20,3962
Quebec,Chaudière-Appalaches,2020-08-12,10,4043
Quebec,Chaudière-Appalaches,2020-08-19,6,4113
Quebec,Chaudière-Appalaches,2020-08-26,9,4152
Quebec,Chaudière-Appalaches,2020-09-02,17,4246
Quebec,Chaudière-Appalaches,2020-09-09,59,4503
Quebec,Chaudière-Appalaches,2020-09-16,138,5259
Quebec,Chaudière-Appalaches,2020-09-23,225,6474
Quebec,Chaudière-Appalaches,2020-09-30,287,8331
Quebec,Chaudière-Appalaches,2020-10-07,486,11157
Quebec,Chaudière-Appalaches,2020-10-14,482,14550
Quebec,Chaudière-Appalaches,2020-10-21,491,18006
Quebec,Chaudière-Appalaches,2020-10-28,569,21833
Quebec,Chaudière-Appalaches,2020-11-04,456,25266
Quebec,Chaudière-Appalaches,2020-11-11,448,28373
Quebec,Chaudière-Appalaches,2020-11-18,455,31699
Quebec,Chaudière-Appalaches,2020-11-25,353,34400
Quebec,Chaudière-Appalaches,2020-12-02,466,37104
Quebec,Chaudière-Appalaches,2020-12-09,545,41023
Quebec,Chaudière-Appalaches,2020-12-16,648,45171
Quebec,Chaudière-Appalaches,2020-12-23,706,49978
Quebec,Chaudière-Appalaches,2020-12-30,687,54529
Quebec,Chaudière-Appalaches,2021-01-06,915,59877
Quebec,Côte-Nord,2020-07-22,0,124
Quebec,Côte-Nord,2020-07-29,0,868
Quebec,Côte-Nord,2020-08-05,0,868
Quebec,Côte-Nord,2020-08-12,1,869
Quebec,Côte-Nord,2020-08-19,2,889
Quebec,Côte-Nord,2020-08-26,0,889
Quebec,Côte-Nord,2020-09-02,0,889
Quebec,Côte-Nord,2020-09-09,3,906
Quebec,Côte-Nord,2020-09-16,10,963
Quebec,Côte-Nord,2020-09-23,8,1016
Quebec,Côte-Nord,2020-09-30,3,1049
Quebec,Côte-Nord,2020-10-07,7,1086
Quebec,Côte-Nord,2020-10-14,4,1118
Quebec,Côte-Nord,2020-10-21,6,1158
Quebec,Côte-Nord,2020-10-28,3,1191
Quebec,Côte-Nord,2020-11-04,1,1202
Quebec,Côte-Nord,2020-11-11,2,1211
Quebec,Côte-Nord,2020-11-18,11,1260
Quebec,Côte-Nord,2020-11-25,14,1365
Quebec,Côte-Nord,2020-12-02,11,1441
Quebec,Côte-Nord,2020-12-09,6,1494
Quebec,Côte-Nord,2020-12-16,29,1649
Quebec,Côte-Nord,2020-12-23,35,1860
Quebec,Côte-Nord,2020-12-30,21,2042
Quebec,Côte-Nord,2021-01-06,10,2150
Quebec,Estrie,2020-07-22,3,998
Quebec,Estrie,2020-07-29,44,7144
Quebec,Estrie,2020-08-05,32,7436
Quebec,Estrie,2020-08-12,33,7687
Quebec,Estrie,2020-08-19,20,7808
Quebec,Estrie,2020-08-26,57,8112
Quebec,Estrie,2020-09-02,98,8648
Quebec,Estrie,2020-09-09,97,9452
Quebec,Estrie,2020-09-16,121,10129
Quebec,Estrie,2020-09-23,116,10962
Quebec,Estrie,2020-09-30,154,11955
Quebec,Estrie,2020-10-07,155,13085
Quebec,Estrie,2020-10-14,222,14342
Quebec,Estrie,2020-10-21,258,16084
Quebec,Estrie,2020-10-28,194,17578
Quebec,Estrie,2020-11-04,239,19145
Quebec,Estrie,2020-11-11,448,21597
Quebec,Estrie,2020-11-18,489,25059
Quebec,Estrie,2020-11-25,458,28410
Quebec,Estrie,2020-12-02,602,32108
Quebec,Estrie,2020-12-09,768,37040
Quebec,Estrie,2020-12-16,713,42144
Quebec,Estrie,2020-12-23,686,47019
Quebec,Estrie,2020-12-30,731,51704
Quebec,Estrie,2021-01-06,907,57461
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-07-22,0,196
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-07-29,3,1379
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-08-05,11,1453
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-08-12,0,1470
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-08-19,1,1477
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-08-26,0,1477
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-09-02,2,1484
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-09-09,2,1501
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-09-16,7,1538
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-09-23,38,1663
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-09-30,106,2245
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-10-07,132,3084
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-10-14,131,4054
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-10-21,106,4827
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-10-28,126,5668
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-11-04,139,6556
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-11-11,138,7541
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-11-18,124,8513
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-11-25,69,9140
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-12-02,53,9545
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-12-09,63,9889
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-12-16,52,10348
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-12-23,41,10680
Quebec,Gaspésie-Îles-de-la-Madeleine,2020-12-30,38,10913
Quebec,Gaspésie-Îles-de-la-Madeleine,2021-01-06,76,11363
Quebec,Lanaudière,2020-07-22,12,4427
Quebec,Lanaudière,2020-07-29,63,31226
Quebec,Lanaudière,2020-08-05,72,31640
Quebec,Lanaudière,2020-08-12,88,32266
Quebec,Lanaudière,2020-08-19,78,32874
Quebec,Lanaudière,2020-08-26,68,33427
Quebec,Lanaudière,2020-09-02,71,33877
Quebec,Lanaudière,2020-09-09,47,34241
Quebec,Lanaudière,2020-09-16,90,34736
Quebec,Lanaudière,2020-09-23,90,35352
Quebec,Lanaudière,2020-09-30,181,36243
Quebec,Lanaudière,2020-10-07,336,38153
Quebec,Lanaudière,2020-10-14,263,40315
Quebec,Lanaudière,2020-10-21,489,43124
Quebec,Lanaudière,2020-10-28,603,46908
Quebec,Lanaudière,2020-11-04,865,52293
Quebec,Lanaudière,2020-11-11,1109,59097
Quebec,Lanaudière,2020-11-18,964,66580
Quebec,Lanaudière,2020-11-25,850,72585
Quebec,Lanaudière,2020-12-02,716,78168
Quebec,Lanaudière,2020-12-09,849,83792
Quebec,Lanaudière,2020-12-16,845,89591
Quebec,Lanaudière,2020-12-23,910,95639
Quebec,Lanaudière,2020-12-30,901,101761
Quebec,Lanaudière,2021-01-06,1112,108645
Quebec,Laurentides,2020-07-22,13,3713
Quebec,Laurentides,2020-07-29,130,26494
Quebec,Laurentides,2020-08-05,147,27425
Quebec,Laurentides,2020-08-12,88,28305
Quebec,Laurentides,2020-08-19,36,28713
Quebec,Laurentides,2020-08-26,56,29036
Quebec,Laurentides,2020-09-02,85,29576
Quebec,Laurentides,2020-09-09,69,30118
Quebec,Laurentides,2020-09-16,78,30579
Quebec,Laurentides,2020-09-23,155,31358
Quebec,Laurentides,2020-09-30,218,32666
Quebec,Laurentides,2020-10-07,416,35061
Quebec,Laurentides,2020-10-14,380,37872
Quebec,Laurentides,2020-10-21,327,40365
Quebec,Laurentides,2020-10-28,287,42391
Quebec,Laurentides,2020-11-04,360,44666
Quebec,Laurentides,2020-11-11,479,47657
Quebec,Laurentides,2020-11-18,416,50976
Quebec,Laurentides,2020-11-25,270,53192
Quebec,Laurentides,2020-12-02,317,55270
Quebec,Laurentides,2020-12-09,398,57933
Quebec,Laurentides,2020-12-16,553,61193
Quebec,Laurentides,2020-12-23,718,65616
Quebec,Laurentides,2020-12-30,1083,71647
Quebec,Laurentides,2021-01-06,1035,79281
Quebec,Laval,2020-07-22,8,5928
Quebec,Laval,2020-07-29,107,41909
Quebec,Laval,2020-08-05,56,42462
Quebec,Laval,2020-08-12,61,42881
Quebec,Laval,2020-08-19,45,43296
Quebec,Laval,2020-08-26,57,43598
Quebec,Laval,2020-09-02,68,44040
Quebec,Laval,2020-09-09,119,44746
Quebec,Laval,2020-09-16,120,45541
Quebec,Laval,2020-09-23,198,46678
Quebec,Laval,2020-09-30,401,48705
Quebec,Laval,2020-10-07,683,52780
Quebec,Laval,2020-10-14,510,57106
Quebec,Laval,2020-10-21,401,60200
Quebec,Laval,2020-10-28,350,62773
Quebec,Laval,2020-11-04,365,65294
Quebec,Laval,2020-11-11,512,68219
Quebec,Laval,2020-11-18,509,71987
Quebec,Laval,2020-11-25,490,75454
Quebec,Laval,2020-12-02,708,79596
Quebec,Laval,2020-12-09,955,85444
Quebec,Laval,2020-12-16,1088,92615
Quebec,Laval,2020-12-23,1206,100570
Quebec,Laval,2020-12-30,1501,109847
Quebec,Laval,2021-01-06,1689,120992
Quebec,Mauricie,2020-07-22,0,2073
Quebec,Mauricie,2020-07-29,5,14527
Quebec,Mauricie,2020-08-05,18,14600
Quebec,Mauricie,2020-08-12,7,14688
Quebec,Mauricie,2020-08-19,20,14828
Quebec,Mauricie,2020-08-26,7,14886
Quebec,Mauricie,2020-09-02,20,14994
Quebec,Mauricie,2020-09-09,14,15100
Quebec,Mauricie,2020-09-16,46,15306
Quebec,Mauricie,2020-09-23,74,15757
Quebec,Mauricie,2020-09-30,148,16513
Quebec,Mauricie,2020-10-07,297,18247
Quebec,Mauricie,2020-10-14,411,20821
Quebec,Mauricie,2020-10-21,565,24353
Quebec,Mauricie,2020-10-28,443,27738
Quebec,Mauricie,2020-11-04,610,31531
Quebec,Mauricie,2020-11-11,709,36339
Quebec,Mauricie,2020-11-18,551,40728
Quebec,Mauricie,2020-11-25,504,44198
Quebec,Mauricie,2020-12-02,603,48189
Quebec,Mauricie,2020-12-09,542,52153
Quebec,Mauricie,2020-12-16,576,56122
Quebec,Mauricie,2020-12-23,691,60589
Quebec,Mauricie,2020-12-30,762,65057
Quebec,Mauricie,2021-01-06,827,70877
Quebec,Montréal,2020-07-22,61,28228
Quebec,Montréal,2020-07-29,443,199316
Quebec,Montréal,2020-08-05,376,202213
Quebec,Montréal,2020-08-12,273,204475
Quebec,Montréal,2020-08-19,176,206064
Quebec,Montréal,2020-08-26,219,207221
Quebec,Montréal,2020-09-02,180,208675
Quebec,Montréal,2020-09-09,353,210605
Quebec,Montréal,2020-09-16,420,213139
Quebec,Montréal,2020-09-23,1148,219457
Quebec,Montréal,2020-09-30,1920,230199
Quebec,Montréal,2020-10-07,2471,246104
Quebec,Montréal,2020-10-14,1927,261452
Quebec,Montréal,2020-10-21,1804,274373
Quebec,Montréal,2020-10-28,1713,286419
Quebec,Montréal,2020-11-04,1638,298371
Quebec,Montréal,2020-11-11,1999,310916
Quebec,Montréal,2020-11-18,2129,325821
Quebec,Montréal,2020-11-25,1831,339169
Quebec,Montréal,2020-12-02,2600,355015
Quebec,Montréal,2020-12-09,3412,376349
Quebec,Montréal,2020-12-16,4279,404049
Quebec,Montréal,2020-12-23,4982,435335
Quebec,Montréal,2020-12-30,5882,472701
Quebec,Montréal,2021-01-06,6423,516072
Quebec,Montérégie,2020-07-22,40,8505
Quebec,Montérégie,2020-07-29,245,60540
Quebec,Montérégie,2020-08-05,161,61828
Quebec,Montérégie,2020-08-12,183,63166
Quebec,Montérégie,2020-08-19,81,64001
Quebec,Montérégie,2020-08-26,75,64515
Quebec,Montérégie,2020-09-02,98,65127
Quebec,Montérégie,2020-09-09,215,66348
Quebec,Montérégie,2020-09-16,201,67758
Quebec,Montérégie,2020-09-23,381,69700
Quebec,Montérégie,2020-09-30,617,73293
Quebec,Montérégie,2020-10-07,973,79018
Quebec,Montérégie,2020-10-14,1221,86814
Quebec,Montérégie,2020-10-21,1130,95165
Quebec,Montérégie,2020-10-28,966,102481
Quebec,Montérégie,2020-11-04,1068,109689
Quebec,Montérégie,2020-11-11,1046,116867
Quebec,Montérégie,2020-11-18,1043,124488
Quebec,Montérégie,2020-11-25,991,131481
Quebec,Montérégie,2020-12-02,1289,139598
Quebec,Montérégie,2020-12-09,1620,148922
Quebec,Montérégie,2020-12-16,1561,160778
Quebec,Montérégie,2020-12-23,2052,173530
Quebec,Montérégie,2020-12-30,2349,188136
Quebec,Montérégie,2021-01-06,2722,206366
Quebec,Nord-du-Québec,2020-07-22,0,8
Quebec,Nord-du-Québec,2020-07-29,0,56
Quebec,Nord-du-Québec,2020-08-05,0,56
Quebec,Nord-du-Québec,2020-08-12,0,56
Quebec,Nord-du-Québec,2020-08-19,0,56
Quebec,Nord-du-Québec,2020-08-26,0,56
Quebec,Nord-du-Québec,2020-09-02,0,56
Quebec,Nord-du-Québec,2020-09-09,0,56
Quebec,Nord-du-Québec,2020-09-16,0,56
Quebec,Nord-du-Québec,2020-09-23,0,56
Quebec,Nord-du-Québec,2020-09-30,0,56
Quebec,Nord-du-Québec,2020-10-07,1,57
Quebec,Nord-du-Québec,2020-10-14,0,63
Quebec,Nord-du-Québec,2020-10-21,0,63
Quebec,Nord-du-Québec,2020-10-28,0,63
Quebec,Nord-du-Québec,2020-11-04,2,65
Quebec,Nord-du-Québec,2020-11-11,16,156
Quebec,Nord-du-Québec,2020-11-18,16,243
Quebec,Nord-du-Québec,2020-11-25,9,359
Quebec,Nord-du-Québec,2020-12-02,2,376
Quebec,Nord-du-Québec,2020-12-09,1,381
Quebec,Nord-du-Québec,2020-12-16,3,396
Quebec,Nord-du-Québec,2020-12-23,7,439
Quebec,Nord-du-Québec,2020-12-30,8,483
Quebec,Nord-du-Québec,2021-01-06,3,525
Quebec,Not Reported,2020-07-22,0,24
Quebec,Not Reported,2020-07-29,3,179
Quebec,Not Reported,2020-08-05,0,189
Quebec,Not Reported,2020-08-12,0,189
Quebec,Not Reported,2020-08-19,0,189
Quebec,Not Reported,2020-08-26,2,198
Quebec,Not Reported,2020-09-02,0,203
Quebec,Not Reported,2020-09-09,1,207
Quebec,Not Reported,2020-09-16,6,238
Quebec,Not Reported,2020-09-23,4,263
Quebec,Not Reported,2020-09-30,3,295
Quebec,Not Reported,2020-10-07,6,322
Quebec,Not Reported,2020-10-14,4,358
Quebec,Not Reported,2020-10-21,14,442
Quebec,Not Reported,2020-10-28,2,473
Quebec,Not Reported,2020-11-04,4,501
Quebec,Not Reported,2020-11-11,3,522
Quebec,Not Reported,2020-11-18,4,542
Quebec,Not Reported,2020-11-25,24,593
Quebec,Not Reported,2020-12-02,20,793
Quebec,Not Reported,2020-12-09,6,897
Quebec,Not Reported,2020-12-16,8,951
Quebec,Not Reported,2020-12-23,15,1014
Quebec,Not Reported,2020-12-30,6,1092
Quebec,Not Reported,2021-01-06,22,1190
Quebec,Nunavik,2020-07-22,0,17
Quebec,Nunavik,2020-07-29,0,119
Quebec,Nunavik,2020-08-05,0,119
Quebec,Nunavik,2020-08-12,0,119
Quebec,Nunavik,2020-08-19,0,119
Quebec,Nunavik,2020-08-26,0,119
Quebec,Nunavik,2020-09-02,0,119
Quebec,Nunavik,2020-09-09,1,123
Quebec,Nunavik,2020-09-16,0,126
Quebec,Nunavik,2020-09-23,1,127
Quebec,Nunavik,2020-09-30,0,133
Quebec,Nunavik,2020-10-07,3,148
Quebec,Nunavik,2020-10-14,4,164
Quebec,Nunavik,2020-10-21,2,196
Quebec,Nunavik,2020-10-28,0,196
Quebec,Nunavik,2020-11-04,0,196
Quebec,Nunavik,2020-11-11,0,196
Quebec,Nunavik,2020-11-18,0,196
Quebec,Nunavik,2020-11-25,0,196
Quebec,Nunavik,2020-12-02,0,196
Quebec,Nunavik,2020-12-09,0,196
Quebec,Nunavik,2020-12-16,1,201
Quebec,Nunavik,2020-12-23,0,203
Quebec,Nunavik,2020-12-30,1,204
Quebec,Nunavik,2021-01-06,1,211
Quebec,Outaouais,2020-07-22,5,643
Quebec,Outaouais,2020-07-29,22,4592
Quebec,Outaouais,2020-08-05,20,4747
Quebec,Outaouais,2020-08-12,42,4956
Quebec,Outaouais,2020-08-19,15,5137
Quebec,Outaouais,2020-08-26,48,5361
Quebec,Outaouais,2020-09-02,63,5762
Quebec,Outaouais,2020-09-09,71,6253
Quebec,Outaouais,2020-09-16,115,6884
Quebec,Outaouais,2020-09-23,135,7808
Quebec,Outaouais,2020-09-30,181,8931
Quebec,Outaouais,2020-10-07,274,10468
Quebec,Outaouais,2020-10-14,255,12387
Quebec,Outaouais,2020-10-21,247,14224
Quebec,Outaouais,2020-10-28,200,15706
Quebec,Outaouais,2020-11-04,286,17507
Quebec,Outaouais,2020-11-11,214,19254
Quebec,Outaouais,2020-11-18,330,21054
Quebec,Outaouais,2020-11-25,265,23085
Quebec,Outaouais,2020-12-02,168,24763
Quebec,Outaouais,2020-12-09,212,25999
Quebec,Outaouais,2020-12-16,283,27772
Quebec,Outaouais,2020-12-23,307,29824
Quebec,Outaouais,2020-12-30,327,31833
Quebec,Outaouais,2021-01-06,339,34286
Quebec,Saguenay,2020-07-22,0,364
Quebec,Saguenay,2020-07-29,3,2560
Quebec,Saguenay,2020-08-05,1,2572
Quebec,Saguenay,2020-08-12,4,2589
Quebec,Saguenay,2020-08-19,1,2610
Quebec,Saguenay,2020-08-26,3,2622
Quebec,Saguenay,2020-09-02,2,2638
Quebec,Saguenay,2020-09-09,2,2656
Quebec,Saguenay,2020-09-16,3,2671
Quebec,Saguenay,2020-09-23,16,2735
Quebec,Saguenay,2020-09-30,34,2897
Quebec,Saguenay,2020-10-07,71,3272
Quebec,Saguenay,2020-10-14,144,4046
Quebec,Saguenay,2020-10-21,199,5294
Quebec,Saguenay,2020-10-28,202,6692
Quebec,Saguenay,2020-11-04,498,9233
Quebec,Saguenay,2020-11-11,864,14066
Quebec,Saguenay,2020-11-18,955,20670
Quebec,Saguenay,2020-11-25,1148,28651
Quebec,Saguenay,2020-12-02,889,35573
Quebec,Saguenay,2020-12-09,577,40148
Quebec,Saguenay,2020-12-16,538,44033
Quebec,Saguenay,2020-12-23,610,48079
Quebec,Saguenay,2020-12-30,473,51647
Quebec,Saguenay,2021-01-06,506,55027
Quebec,Terres-Cries-de-la-Baie-James,2020-07-22,0,10
Quebec,Terres-Cries-de-la-Baie-James,2020-07-29,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-08-05,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-08-12,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-08-19,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-08-26,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-09-02,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-09-09,0,70
Quebec,Terres-Cries-de-la-Baie-James,2020-09-16,2,78
Quebec,Terres-Cries-de-la-Baie-James,2020-09-23,1,89
Quebec,Terres-Cries-de-la-Baie-James,2020-09-30,0,91
Quebec,Terres-Cries-de-la-Baie-James,2020-10-07,1,94
Quebec,Terres-Cries-de-la-Baie-James,2020-10-14,0,98
Quebec,Terres-Cries-de-la-Baie-James,2020-10-21,0,98
Quebec,Terres-Cries-de-la-Baie-James,2020-10-28,0,98
Quebec,Terres-Cries-de-la-Baie-James,2020-11-04,1,101
Quebec,Terres-Cries-de-la-Baie-James,2020-11-11,0,105
Quebec,Terres-Cries-de-la-Baie-James,2020-11-18,1,111
