,province,health_region,date_report,cases,cumulative_cases
0,Alberta,Calgary,25-01-2020,0,0
1,Alberta,Calgary,26-01-2020,0,0
2,Alberta,Calgary,27-01-2020,0,0
3,Alberta,Calgary,28-01-2020,0,0
4,Alberta,Calgary,29-01-2020,0,0
5,Alberta,Calgary,30-01-2020,0,0
6,Alberta,Calgary,31-01-2020,0,0
7,Alberta,Calgary,01-02-2020,0,0
8,Alberta,Calgary,02-02-2020,0,0
9,Alberta,Calgary,03-02-2020,0,0
10,Alberta,Calgary,04-02-2020,0,0
11,Alberta,Calgary,05-02-2020,0,0
12,Alberta,Calgary,06-02-2020,0,0
13,Alberta,Calgary,07-02-2020,0,0
14,Alberta,Calgary,08-02-2020,0,0
15,Alberta,Calgary,09-02-2020,0,0
16,Alberta,Calgary,10-02-2020,0,0
17,Alberta,Calgary,11-02-2020,0,0
18,Alberta,Calgary,12-02-2020,0,0
19,Alberta,Calgary,13-02-2020,0,0
20,Alberta,Calgary,14-02-2020,0,0
21,Alberta,Calgary,15-02-2020,0,0
22,Alberta,Calgary,16-02-2020,0,0
23,Alberta,Calgary,17-02-2020,0,0
24,Alberta,Calgary,18-02-2020,0,0
25,Alberta,Calgary,19-02-2020,0,0
26,Alberta,Calgary,20-02-2020,0,0
27,Alberta,Calgary,21-02-2020,0,0
28,Alberta,Calgary,22-02-2020,0,0
29,Alberta,Calgary,23-02-2020,0,0
30,Alberta,Calgary,24-02-2020,0,0
31,Alberta,Calgary,25-02-2020,0,0
32,Alberta,Calgary,26-02-2020,0,0
33,Alberta,Calgary,27-02-2020,0,0
34,Alberta,Calgary,28-02-2020,0,0
35,Alberta,Calgary,29-02-2020,0,0
36,Alberta,Calgary,01-03-2020,0,0
37,Alberta,Calgary,02-03-2020,0,0
38,Alberta,Calgary,03-03-2020,0,0
39,Alberta,Calgary,04-03-2020,0,0
40,Alberta,Calgary,05-03-2020,1,1
41,Alberta,Calgary,06-03-2020,0,1
42,Alberta,Calgary,07-03-2020,0,1
43,Alberta,Calgary,08-03-2020,1,2
44,Alberta,Calgary,09-03-2020,6,8
45,Alberta,Calgary,10-03-2020,0,8
46,Alberta,Calgary,11-03-2020,3,11
47,Alberta,Calgary,12-03-2020,4,15
48,Alberta,Calgary,13-03-2020,5,20
49,Alberta,Calgary,14-03-2020,6,26
50,Alberta,Calgary,15-03-2020,14,40
51,Alberta,Calgary,16-03-2020,12,52
52,Alberta,Calgary,17-03-2020,18,70
53,Alberta,Calgary,18-03-2020,13,83
54,Alberta,Calgary,19-03-2020,18,101
55,Alberta,Calgary,20-03-2020,25,126
56,Alberta,Calgary,21-03-2020,13,139
57,Alberta,Calgary,22-03-2020,25,164
58,Alberta,Calgary,23-03-2020,25,189
59,Alberta,Calgary,24-03-2020,27,216
60,Alberta,Calgary,25-03-2020,35,251
61,Alberta,Calgary,26-03-2020,49,300
62,Alberta,Calgary,27-03-2020,37,337
63,Alberta,Calgary,28-03-2020,42,379
64,Alberta,Calgary,29-03-2020,30,409
65,Alberta,Calgary,30-03-2020,14,423
66,Alberta,Calgary,31-03-2020,31,454
67,Alberta,Calgary,01-04-2020,76,530
68,Alberta,Calgary,02-04-2020,61,591
69,Alberta,Calgary,03-04-2020,84,675
70,Alberta,Calgary,04-04-2020,62,737
71,Alberta,Calgary,05-04-2020,38,775
72,Alberta,Calgary,06-04-2020,43,818
73,Alberta,Calgary,07-04-2020,17,835
74,Alberta,Calgary,08-04-2020,25,860
75,Alberta,Calgary,09-04-2020,18,878
76,Alberta,Calgary,10-04-2020,39,917
77,Alberta,Calgary,11-04-2020,59,976
78,Alberta,Calgary,12-04-2020,70,1046
79,Alberta,Calgary,13-04-2020,68,1114
80,Alberta,Calgary,14-04-2020,128,1242
81,Alberta,Calgary,15-04-2020,94,1336
82,Alberta,Calgary,16-04-2020,133,1469
83,Alberta,Calgary,17-04-2020,208,1677
84,Alberta,Calgary,18-04-2020,148,1825
85,Alberta,Calgary,19-04-2020,180,2005
86,Alberta,Calgary,20-04-2020,75,2080
87,Alberta,Calgary,21-04-2020,127,2207
88,Alberta,Calgary,22-04-2020,192,2399
89,Alberta,Calgary,23-04-2020,239,2638
90,Alberta,Calgary,24-04-2020,200,2838
91,Alberta,Calgary,25-04-2020,131,2969
92,Alberta,Calgary,26-04-2020,142,3111
93,Alberta,Calgary,27-04-2020,151,3262
94,Alberta,Calgary,28-04-2020,109,3371
95,Alberta,Calgary,29-04-2020,158,3529
96,Alberta,Calgary,30-04-2020,69,3598
97,Alberta,Calgary,01-05-2020,117,3715
98,Alberta,Calgary,02-05-2020,69,3784
99,Alberta,Calgary,03-05-2020,68,3852
100,Alberta,Calgary,04-05-2020,64,3916
101,Alberta,Calgary,05-05-2020,48,3964
102,Alberta,Calgary,06-05-2020,49,4013
103,Alberta,Calgary,07-05-2020,44,4057
104,Alberta,Calgary,08-05-2020,68,4125
105,Alberta,Calgary,09-05-2020,52,4177
106,Alberta,Calgary,10-05-2020,85,4262
107,Alberta,Calgary,11-05-2020,38,4300
108,Alberta,Calgary,12-05-2020,42,4342
109,Alberta,Calgary,13-05-2020,50,4392
110,Alberta,Calgary,14-05-2020,41,4433
111,Alberta,Calgary,15-05-2020,46,4479
112,Alberta,Calgary,16-05-2020,57,4536
113,Alberta,Calgary,17-05-2020,47,4583
114,Alberta,Calgary,18-05-2020,35,4618
115,Alberta,Calgary,19-05-2020,31,4649
116,Alberta,Calgary,20-05-2020,15,4664
117,Alberta,Calgary,21-05-2020,27,4691
118,Alberta,Calgary,22-05-2020,23,4714
119,Alberta,Calgary,23-05-2020,11,4725
120,Alberta,Calgary,24-05-2020,37,4762
121,Alberta,Calgary,25-05-2020,17,4779
122,Alberta,Calgary,26-05-2020,21,4800
123,Alberta,Calgary,27-05-2020,19,4819
124,Alberta,Calgary,28-05-2020,26,4845
125,Alberta,Calgary,29-05-2020,18,4863
126,Alberta,Calgary,30-05-2020,8,4871
127,Alberta,Calgary,31-05-2020,14,4885
128,Alberta,Calgary,01-06-2020,22,4907
129,Alberta,Calgary,02-06-2020,5,4912
130,Alberta,Calgary,03-06-2020,14,4926
131,Alberta,Calgary,04-06-2020,10,4936
132,Alberta,Calgary,05-06-2020,0,4936
133,Alberta,Calgary,06-06-2020,17,4953
134,Alberta,Calgary,07-06-2020,0,4953
135,Alberta,Calgary,08-06-2020,23,4976
136,Alberta,Calgary,09-06-2020,17,4993
137,Alberta,Calgary,10-06-2020,23,5016
138,Alberta,Calgary,11-06-2020,23,5039
139,Alberta,Calgary,12-06-2020,11,5050
140,Alberta,Calgary,13-06-2020,19,5069
141,Alberta,Calgary,14-06-2020,18,5087
142,Alberta,Calgary,15-06-2020,7,5094
143,Alberta,Calgary,16-06-2020,11,5105
144,Alberta,Calgary,17-06-2020,21,5126
145,Alberta,Calgary,18-06-2020,17,5143
146,Alberta,Calgary,19-06-2020,20,5163
147,Alberta,Calgary,20-06-2020,19,5182
148,Alberta,Calgary,21-06-2020,6,5188
149,Alberta,Calgary,22-06-2020,21,5209
150,Alberta,Calgary,23-06-2020,13,5222
151,Alberta,Calgary,24-06-2020,9,5231
152,Alberta,Calgary,25-06-2020,8,5239
153,Alberta,Calgary,26-06-2020,15,5254
154,Alberta,Calgary,27-06-2020,36,5290
155,Alberta,Calgary,28-06-2020,9,5299
156,Alberta,Calgary,29-06-2020,34,5333
157,Alberta,Calgary,30-06-2020,19,5352
158,Alberta,Calgary,01-07-2020,0,5352
159,Alberta,Calgary,02-07-2020,28,5380
160,Alberta,Calgary,03-07-2020,4,5384
161,Alberta,Calgary,04-07-2020,0,5384
162,Alberta,Calgary,05-07-2020,0,5384
163,Alberta,Calgary,06-07-2020,56,5440
164,Alberta,Calgary,07-07-2020,12,5452
165,Alberta,Calgary,08-07-2020,14,5466
166,Alberta,Calgary,09-07-2020,19,5485
167,Alberta,Calgary,10-07-2020,31,5516
168,Alberta,Calgary,11-07-2020,0,5516
169,Alberta,Calgary,12-07-2020,0,5516
170,Alberta,Calgary,13-07-2020,108,5624
171,Alberta,Calgary,14-07-2020,34,5658
172,Alberta,Calgary,15-07-2020,31,5689
173,Alberta,Calgary,16-07-2020,61,5750
174,Alberta,Calgary,17-07-2020,38,5788
175,Alberta,Calgary,18-07-2020,0,5788
176,Alberta,Calgary,19-07-2020,0,5788
177,Alberta,Calgary,20-07-2020,208,5996
178,Alberta,Calgary,21-07-2020,58,6054
179,Alberta,Calgary,22-07-2020,73,6127
180,Alberta,Calgary,23-07-2020,60,6187
181,Alberta,Calgary,24-07-2020,55,6242
182,Alberta,Calgary,25-07-2020,0,6242
183,Alberta,Calgary,26-07-2020,0,6242
184,Alberta,Calgary,27-07-2020,136,6378
185,Alberta,Calgary,28-07-2020,29,6407
186,Alberta,Calgary,29-07-2020,43,6450
187,Alberta,Calgary,30-07-2020,20,6470
188,Alberta,Calgary,31-07-2020,39,6509
189,Alberta,Calgary,01-08-2020,0,6509
190,Alberta,Calgary,02-08-2020,0,6509
191,Alberta,Calgary,03-08-2020,0,6509
192,Alberta,Calgary,04-08-2020,102,6611
193,Alberta,Calgary,05-08-2020,30,6641
194,Alberta,Calgary,06-08-2020,14,6655
195,Alberta,Calgary,07-08-2020,35,6690
196,Alberta,Calgary,08-08-2020,0,6690
197,Alberta,Calgary,09-08-2020,0,6690
198,Alberta,Calgary,10-08-2020,86,6776
199,Alberta,Calgary,11-08-2020,10,6786
200,Alberta,Calgary,12-08-2020,13,6799
201,Alberta,Calgary,13-08-2020,34,6833
202,Alberta,Calgary,14-08-2020,20,6853
203,Alberta,Calgary,15-08-2020,0,6853
204,Alberta,Calgary,16-08-2020,0,6853
205,Alberta,Calgary,17-08-2020,64,6917
206,Alberta,Calgary,18-08-2020,17,6934
207,Alberta,Calgary,19-08-2020,21,6955
208,Alberta,Calgary,20-08-2020,33,6988
209,Alberta,Calgary,21-08-2020,38,7026
210,Alberta,Calgary,22-08-2020,0,7026
211,Alberta,Calgary,23-08-2020,0,7026
212,Alberta,Calgary,24-08-2020,112,7138
213,Alberta,Calgary,25-08-2020,18,7156
214,Alberta,Calgary,26-08-2020,49,7205
215,Alberta,Calgary,27-08-2020,38,7243
216,Alberta,Calgary,28-08-2020,95,7338
217,Alberta,Calgary,29-08-2020,0,7338
218,Alberta,Calgary,30-08-2020,0,7338
219,Alberta,Calgary,31-08-2020,187,7525
220,Alberta,Calgary,01-09-2020,71,7596
221,Alberta,Calgary,02-09-2020,33,7629
222,Alberta,Calgary,03-09-2020,50,7679
223,Alberta,Calgary,04-09-2020,53,7732
224,Alberta,Calgary,05-09-2020,0,7732
225,Alberta,Calgary,06-09-2020,0,7732
226,Alberta,Calgary,07-09-2020,0,7732
227,Alberta,Calgary,08-09-2020,212,7944
228,Alberta,Calgary,09-09-2020,22,7966
229,Alberta,Calgary,10-09-2020,23,7989
230,Alberta,Calgary,11-09-2020,31,8020
231,Alberta,Calgary,12-09-2020,0,8020
232,Alberta,Calgary,13-09-2020,0,8020
233,Alberta,Calgary,14-09-2020,147,8167
234,Alberta,Calgary,15-09-2020,35,8202
235,Alberta,Calgary,16-09-2020,41,8243
236,Alberta,Calgary,17-09-2020,32,8275
237,Alberta,Calgary,18-09-2020,40,8315
238,Alberta,Calgary,19-09-2020,0,8315
239,Alberta,Calgary,20-09-2020,0,8315
240,Alberta,Calgary,21-09-2020,106,8421
241,Alberta,Calgary,22-09-2020,39,8460
242,Alberta,Calgary,23-09-2020,53,8513
243,Alberta,Calgary,24-09-2020,63,8576
244,Alberta,Calgary,25-09-2020,61,8637
245,Alberta,Calgary,26-09-2020,0,8637
246,Alberta,Calgary,27-09-2020,0,8637
247,Alberta,Calgary,28-09-2020,144,8781
248,Alberta,Calgary,29-09-2020,64,8845
249,Alberta,Calgary,30-09-2020,64,8909
250,Alberta,Calgary,01-10-2020,42,8951
251,Alberta,Calgary,02-10-2020,22,8973
252,Alberta,Calgary,03-10-2020,0,8973
253,Alberta,Calgary,04-10-2020,0,8973
254,Alberta,Calgary,05-10-2020,172,9145
255,Alberta,Calgary,06-10-2020,78,9223
256,Alberta,Calgary,07-10-2020,30,9253
257,Alberta,Calgary,08-10-2020,50,9303
258,Alberta,Calgary,09-10-2020,82,9385
259,Alberta,Calgary,10-10-2020,0,9385
260,Alberta,Calgary,11-10-2020,0,9385
261,Alberta,Calgary,12-10-2020,0,9385
262,Alberta,Calgary,13-10-2020,292,9677
263,Alberta,Calgary,14-10-2020,74,9751
264,Alberta,Calgary,15-10-2020,79,9830
265,Alberta,Calgary,16-10-2020,94,9924
266,Alberta,Calgary,17-10-2020,0,9924
267,Alberta,Calgary,18-10-2020,0,9924
268,Alberta,Calgary,19-10-2020,331,10255
269,Alberta,Calgary,20-10-2020,124,10379
270,Alberta,Calgary,21-10-2020,187,10566
271,Alberta,Calgary,22-10-2020,157,10723
272,Alberta,Calgary,23-10-2020,148,10871
273,Alberta,Calgary,24-10-2020,0,10871
274,Alberta,Calgary,25-10-2020,0,10871
275,Alberta,Calgary,26-10-2020,474,11345
276,Alberta,Calgary,27-10-2020,209,11554
277,Alberta,Calgary,28-10-2020,213,11767
278,Alberta,Calgary,29-10-2020,212,11979
279,Alberta,Calgary,30-10-2020,278,12257
280,Alberta,Calgary,31-10-2020,0,12257
281,Alberta,Calgary,01-11-2020,0,12257
282,Alberta,Calgary,02-11-2020,0,12257
283,Alberta,Calgary,03-11-2020,943,13200
284,Alberta,Calgary,04-11-2020,211,13411
285,Alberta,Calgary,05-11-2020,0,13411
286,Alberta,Calgary,06-11-2020,593,14004
287,Alberta,Calgary,07-11-2020,0,14004
288,Alberta,Calgary,08-11-2020,0,14004
289,Alberta,Calgary,09-11-2020,908,14912
290,Alberta,Calgary,10-11-2020,309,15221
291,Alberta,Calgary,11-11-2020,0,15221
292,Alberta,Calgary,12-11-2020,614,15835
293,Alberta,Calgary,13-11-2020,337,16172
294,Alberta,Calgary,14-11-2020,0,16172
295,Alberta,Calgary,15-11-2020,0,16172
296,Alberta,Calgary,16-11-2020,1226,17398
297,Alberta,Calgary,17-11-2020,354,17752
298,Alberta,Calgary,18-11-2020,298,18050
299,Alberta,Calgary,19-11-2020,350,18400
300,Alberta,Calgary,20-11-2020,401,18801
301,Alberta,Calgary,21-11-2020,435,19236
302,Alberta,Calgary,22-11-2020,483,19719
303,Alberta,Calgary,23-11-2020,464,20183
304,Alberta,Calgary,24-11-2020,426,20609
305,Alberta,Calgary,25-11-2020,447,21056
306,Alberta,Calgary,26-11-2020,418,21474
307,Alberta,Calgary,27-11-2020,415,21889
308,Alberta,Calgary,28-11-2020,655,22544
309,Alberta,Calgary,29-11-2020,646,23190
310,Alberta,Calgary,30-11-2020,739,23929
311,Alberta,Calgary,01-12-2020,431,24360
312,Alberta,Calgary,02-12-2020,623,24983
313,Alberta,Central,25-01-2020,0,0
314,Alberta,Central,26-01-2020,0,0
315,Alberta,Central,27-01-2020,0,0
316,Alberta,Central,28-01-2020,0,0
317,Alberta,Central,29-01-2020,0,0
318,Alberta,Central,30-01-2020,0,0
319,Alberta,Central,31-01-2020,0,0
320,Alberta,Central,01-02-2020,0,0
321,Alberta,Central,02-02-2020,0,0
322,Alberta,Central,03-02-2020,0,0
323,Alberta,Central,04-02-2020,0,0
324,Alberta,Central,05-02-2020,0,0
325,Alberta,Central,06-02-2020,0,0
326,Alberta,Central,07-02-2020,0,0
327,Alberta,Central,08-02-2020,0,0
328,Alberta,Central,09-02-2020,0,0
329,Alberta,Central,10-02-2020,0,0
330,Alberta,Central,11-02-2020,0,0
331,Alberta,Central,12-02-2020,0,0
332,Alberta,Central,13-02-2020,0,0
333,Alberta,Central,14-02-2020,0,0
334,Alberta,Central,15-02-2020,0,0
335,Alberta,Central,16-02-2020,0,0
336,Alberta,Central,17-02-2020,0,0
337,Alberta,Central,18-02-2020,0,0
338,Alberta,Central,19-02-2020,0,0
339,Alberta,Central,20-02-2020,0,0
340,Alberta,Central,21-02-2020,0,0
341,Alberta,Central,22-02-2020,0,0
342,Alberta,Central,23-02-2020,0,0
343,Alberta,Central,24-02-2020,0,0
344,Alberta,Central,25-02-2020,0,0
345,Alberta,Central,26-02-2020,0,0
346,Alberta,Central,27-02-2020,0,0
347,Alberta,Central,28-02-2020,0,0
348,Alberta,Central,29-02-2020,0,0
349,Alberta,Central,01-03-2020,0,0
350,Alberta,Central,02-03-2020,0,0
351,Alberta,Central,03-03-2020,0,0
352,Alberta,Central,04-03-2020,0,0
353,Alberta,Central,05-03-2020,0,0
354,Alberta,Central,06-03-2020,0,0
355,Alberta,Central,07-03-2020,0,0
356,Alberta,Central,08-03-2020,0,0
357,Alberta,Central,09-03-2020,0,0
358,Alberta,Central,10-03-2020,0,0
359,Alberta,Central,11-03-2020,1,1
360,Alberta,Central,12-03-2020,0,1
361,Alberta,Central,13-03-2020,0,1
362,Alberta,Central,14-03-2020,0,1
363,Alberta,Central,15-03-2020,0,1
364,Alberta,Central,16-03-2020,1,2
365,Alberta,Central,17-03-2020,1,3
366,Alberta,Central,18-03-2020,0,3
367,Alberta,Central,19-03-2020,0,3
368,Alberta,Central,20-03-2020,1,4
369,Alberta,Central,21-03-2020,3,7
370,Alberta,Central,22-03-2020,3,10
371,Alberta,Central,23-03-2020,7,17
372,Alberta,Central,24-03-2020,11,28
373,Alberta,Central,25-03-2020,7,35
374,Alberta,Central,26-03-2020,2,37
375,Alberta,Central,27-03-2020,6,43
376,Alberta,Central,28-03-2020,3,46
377,Alberta,Central,29-03-2020,0,46
378,Alberta,Central,30-03-2020,0,46
379,Alberta,Central,31-03-2020,5,51
380,Alberta,Central,01-04-2020,6,57
381,Alberta,Central,02-04-2020,2,59
382,Alberta,Central,03-04-2020,3,62
383,Alberta,Central,04-04-2020,3,65
384,Alberta,Central,05-04-2020,1,66
385,Alberta,Central,06-04-2020,0,66
386,Alberta,Central,07-04-2020,0,66
387,Alberta,Central,08-04-2020,6,72
388,Alberta,Central,09-04-2020,0,72
389,Alberta,Central,10-04-2020,0,72
390,Alberta,Central,11-04-2020,0,72
391,Alberta,Central,12-04-2020,0,72
392,Alberta,Central,13-04-2020,2,74
393,Alberta,Central,14-04-2020,0,74
394,Alberta,Central,15-04-2020,1,75
395,Alberta,Central,16-04-2020,0,75
396,Alberta,Central,17-04-2020,1,76
397,Alberta,Central,18-04-2020,0,76
398,Alberta,Central,19-04-2020,0,76
399,Alberta,Central,20-04-2020,1,77
400,Alberta,Central,21-04-2020,0,77
401,Alberta,Central,22-04-2020,2,79
402,Alberta,Central,23-04-2020,1,80
403,Alberta,Central,24-04-2020,2,82
404,Alberta,Central,25-04-2020,1,83
405,Alberta,Central,26-04-2020,0,83
406,Alberta,Central,27-04-2020,1,84
407,Alberta,Central,28-04-2020,0,84
408,Alberta,Central,29-04-2020,0,84
409,Alberta,Central,30-04-2020,1,85
410,Alberta,Central,01-05-2020,2,87
411,Alberta,Central,02-05-2020,0,87
412,Alberta,Central,03-05-2020,0,87
413,Alberta,Central,04-05-2020,0,87
414,Alberta,Central,05-05-2020,0,87
415,Alberta,Central,06-05-2020,0,87
416,Alberta,Central,07-05-2020,0,87
417,Alberta,Central,08-05-2020,0,87
418,Alberta,Central,09-05-2020,0,87
419,Alberta,Central,10-05-2020,0,87
420,Alberta,Central,11-05-2020,0,87
421,Alberta,Central,12-05-2020,0,87
422,Alberta,Central,13-05-2020,0,87
423,Alberta,Central,14-05-2020,0,87
424,Alberta,Central,15-05-2020,0,87
425,Alberta,Central,16-05-2020,0,87
426,Alberta,Central,17-05-2020,0,87
427,Alberta,Central,18-05-2020,0,87
428,Alberta,Central,19-05-2020,0,87
429,Alberta,Central,20-05-2020,0,87
430,Alberta,Central,21-05-2020,0,87
431,Alberta,Central,22-05-2020,0,87
432,Alberta,Central,23-05-2020,0,87
433,Alberta,Central,24-05-2020,0,87
434,Alberta,Central,25-05-2020,0,87
435,Alberta,Central,26-05-2020,0,87
436,Alberta,Central,27-05-2020,0,87
437,Alberta,Central,28-05-2020,0,87
438,Alberta,Central,29-05-2020,0,87
439,Alberta,Central,30-05-2020,0,87
440,Alberta,Central,31-05-2020,0,87
441,Alberta,Central,01-06-2020,0,87
442,Alberta,Central,02-06-2020,0,87
443,Alberta,Central,03-06-2020,0,87
444,Alberta,Central,04-06-2020,0,87
445,Alberta,Central,05-06-2020,0,87
446,Alberta,Central,06-06-2020,0,87
447,Alberta,Central,07-06-2020,0,87
448,Alberta,Central,08-06-2020,0,87
449,Alberta,Central,09-06-2020,0,87
450,Alberta,Central,10-06-2020,1,88
451,Alberta,Central,11-06-2020,0,88
452,Alberta,Central,12-06-2020,0,88
453,Alberta,Central,13-06-2020,0,88
454,Alberta,Central,14-06-2020,0,88
455,Alberta,Central,15-06-2020,0,88
456,Alberta,Central,16-06-2020,0,88
457,Alberta,Central,17-06-2020,0,88
458,Alberta,Central,18-06-2020,0,88
459,Alberta,Central,19-06-2020,1,89
460,Alberta,Central,20-06-2020,0,89
461,Alberta,Central,21-06-2020,0,89
462,Alberta,Central,22-06-2020,0,89
463,Alberta,Central,23-06-2020,0,89
464,Alberta,Central,24-06-2020,0,89
465,Alberta,Central,25-06-2020,1,90
466,Alberta,Central,26-06-2020,0,90
467,Alberta,Central,27-06-2020,0,90
468,Alberta,Central,28-06-2020,1,91
469,Alberta,Central,29-06-2020,1,92
470,Alberta,Central,30-06-2020,0,92
471,Alberta,Central,01-07-2020,0,92
472,Alberta,Central,02-07-2020,0,92
473,Alberta,Central,03-07-2020,0,92
474,Alberta,Central,04-07-2020,0,92
475,Alberta,Central,05-07-2020,0,92
476,Alberta,Central,06-07-2020,1,93
477,Alberta,Central,07-07-2020,0,93
478,Alberta,Central,08-07-2020,3,96
479,Alberta,Central,09-07-2020,5,101
480,Alberta,Central,10-07-2020,3,104
481,Alberta,Central,11-07-2020,0,104
482,Alberta,Central,12-07-2020,0,104
483,Alberta,Central,13-07-2020,23,127
484,Alberta,Central,14-07-2020,14,141
485,Alberta,Central,15-07-2020,13,154
486,Alberta,Central,16-07-2020,14,168
487,Alberta,Central,17-07-2020,19,187
488,Alberta,Central,18-07-2020,0,187
489,Alberta,Central,19-07-2020,0,187
490,Alberta,Central,20-07-2020,43,230
491,Alberta,Central,21-07-2020,18,248
492,Alberta,Central,22-07-2020,18,266
493,Alberta,Central,23-07-2020,16,282
494,Alberta,Central,24-07-2020,14,296
495,Alberta,Central,25-07-2020,0,296
496,Alberta,Central,26-07-2020,0,296
497,Alberta,Central,27-07-2020,23,319
498,Alberta,Central,28-07-2020,10,329
499,Alberta,Central,29-07-2020,28,357
500,Alberta,Central,30-07-2020,40,397
501,Alberta,Central,31-07-2020,56,453
502,Alberta,Central,01-08-2020,0,453
503,Alberta,Central,02-08-2020,0,453
504,Alberta,Central,03-08-2020,0,453
505,Alberta,Central,04-08-2020,28,481
506,Alberta,Central,05-08-2020,1,482
507,Alberta,Central,06-08-2020,4,486
508,Alberta,Central,07-08-2020,41,527
509,Alberta,Central,08-08-2020,0,527
510,Alberta,Central,09-08-2020,0,527
511,Alberta,Central,10-08-2020,15,542
512,Alberta,Central,11-08-2020,3,545
513,Alberta,Central,12-08-2020,0,545
514,Alberta,Central,13-08-2020,0,545
515,Alberta,Central,14-08-2020,1,546
516,Alberta,Central,15-08-2020,0,546
517,Alberta,Central,16-08-2020,0,546
518,Alberta,Central,17-08-2020,14,560
519,Alberta,Central,18-08-2020,3,563
520,Alberta,Central,19-08-2020,1,564
521,Alberta,Central,20-08-2020,1,565
522,Alberta,Central,21-08-2020,2,567
523,Alberta,Central,22-08-2020,0,567
524,Alberta,Central,23-08-2020,0,567
525,Alberta,Central,24-08-2020,2,569
526,Alberta,Central,25-08-2020,1,570
527,Alberta,Central,26-08-2020,2,572
528,Alberta,Central,27-08-2020,2,574
529,Alberta,Central,28-08-2020,2,576
530,Alberta,Central,29-08-2020,0,576
531,Alberta,Central,30-08-2020,0,576
532,Alberta,Central,31-08-2020,12,588
533,Alberta,Central,01-09-2020,2,590
534,Alberta,Central,02-09-2020,7,597
535,Alberta,Central,03-09-2020,10,607
536,Alberta,Central,04-09-2020,4,611
537,Alberta,Central,05-09-2020,0,611
538,Alberta,Central,06-09-2020,0,611
539,Alberta,Central,07-09-2020,0,611
540,Alberta,Central,08-09-2020,17,628
541,Alberta,Central,09-09-2020,0,628
542,Alberta,Central,10-09-2020,1,629
543,Alberta,Central,11-09-2020,2,631
544,Alberta,Central,12-09-2020,0,631
545,Alberta,Central,13-09-2020,0,631
546,Alberta,Central,14-09-2020,15,646
547,Alberta,Central,15-09-2020,2,648
548,Alberta,Central,16-09-2020,1,649
549,Alberta,Central,17-09-2020,0,649
550,Alberta,Central,18-09-2020,1,650
551,Alberta,Central,19-09-2020,0,650
552,Alberta,Central,20-09-2020,0,650
553,Alberta,Central,21-09-2020,6,656
554,Alberta,Central,22-09-2020,3,659
555,Alberta,Central,23-09-2020,0,659
556,Alberta,Central,24-09-2020,2,661
557,Alberta,Central,25-09-2020,1,662
558,Alberta,Central,26-09-2020,0,662
559,Alberta,Central,27-09-2020,0,662
560,Alberta,Central,28-09-2020,4,666
561,Alberta,Central,29-09-2020,3,669
562,Alberta,Central,30-09-2020,0,669
563,Alberta,Central,01-10-2020,3,672
564,Alberta,Central,02-10-2020,1,673
565,Alberta,Central,03-10-2020,0,673
566,Alberta,Central,04-10-2020,0,673
567,Alberta,Central,05-10-2020,11,684
568,Alberta,Central,06-10-2020,5,689
569,Alberta,Central,07-10-2020,5,694
570,Alberta,Central,08-10-2020,12,706
571,Alberta,Central,09-10-2020,11,717
572,Alberta,Central,10-10-2020,0,717
573,Alberta,Central,11-10-2020,0,717
574,Alberta,Central,12-10-2020,0,717
575,Alberta,Central,13-10-2020,67,784
576,Alberta,Central,14-10-2020,5,789
577,Alberta,Central,15-10-2020,10,799
578,Alberta,Central,16-10-2020,21,820
579,Alberta,Central,17-10-2020,0,820
580,Alberta,Central,18-10-2020,0,820
581,Alberta,Central,19-10-2020,29,849
582,Alberta,Central,20-10-2020,8,857
583,Alberta,Central,21-10-2020,6,863
584,Alberta,Central,22-10-2020,9,872
585,Alberta,Central,23-10-2020,20,892
586,Alberta,Central,24-10-2020,0,892
587,Alberta,Central,25-10-2020,0,892
588,Alberta,Central,26-10-2020,61,953
589,Alberta,Central,27-10-2020,8,961
590,Alberta,Central,28-10-2020,11,972
591,Alberta,Central,29-10-2020,14,986
592,Alberta,Central,30-10-2020,35,1021
593,Alberta,Central,31-10-2020,0,1021
594,Alberta,Central,01-11-2020,0,1021
595,Alberta,Central,02-11-2020,0,1021
596,Alberta,Central,03-11-2020,91,1112
597,Alberta,Central,04-11-2020,11,1123
598,Alberta,Central,05-11-2020,0,1123
599,Alberta,Central,06-11-2020,54,1177
600,Alberta,Central,07-11-2020,0,1177
601,Alberta,Central,08-11-2020,0,1177
602,Alberta,Central,09-11-2020,112,1289
603,Alberta,Central,10-11-2020,5,1294
604,Alberta,Central,11-11-2020,0,1294
605,Alberta,Central,12-11-2020,81,1375
606,Alberta,Central,13-11-2020,40,1415
607,Alberta,Central,14-11-2020,0,1415
608,Alberta,Central,15-11-2020,0,1415
609,Alberta,Central,16-11-2020,141,1556
610,Alberta,Central,17-11-2020,19,1575
611,Alberta,Central,18-11-2020,41,1616
612,Alberta,Central,19-11-2020,90,1706
613,Alberta,Central,20-11-2020,94,1800
614,Alberta,Central,21-11-2020,68,1868
615,Alberta,Central,22-11-2020,131,1999
616,Alberta,Central,23-11-2020,111,2110
617,Alberta,Central,24-11-2020,65,2175
618,Alberta,Central,25-11-2020,87,2262
619,Alberta,Central,26-11-2020,117,2379
620,Alberta,Central,27-11-2020,67,2446
621,Alberta,Central,28-11-2020,101,2547
622,Alberta,Central,29-11-2020,131,2678
